CC-MATH 246 01 - Trivett (CRN: 3420); 9780134763712; 2 P/S Loose Leaf Business Statistics (10E 18) w/ MyLab Statistics; Groebner; 10; Required - Choose format; False; 
CC-MATH 246 01 - Trivett (CRN: 3420); 9780134748498; MyLab Statistics T/A Business Statistics (10E 18) w/ Pearson eText; Groebner; 10; Required - Choose format; False; 
CC-MATH 075 01 - Nunn (CRN: 3280); 9780134756974; Elementary & Intermediate Algebra (3E 19); Lehmann; 3; Required - Choose format; False; 
CC-MATH 075 01 - Nunn (CRN: 3280); 9780134780238; Loose Leaf Elementary & Intermediate Algebra (3E 19); Lehmann; 3; Required - Choose format; False; 
CC-MATH 085 01 - Staff (CRN: 3300); 9780134756974; Elementary & Intermediate Algebra (3E 19); Lehmann; 3; Required - Choose format; False; 
CC-MATH 085 01 - Staff (CRN: 3300); 9780134780238; Loose Leaf Elementary & Intermediate Algebra (3E 19); Lehmann; 3; Required - Choose format; False; 
CC-MATH 085 02 - Michalek (CRN: 3310); 9780134756974; Elementary & Intermediate Algebra (3E 19); Lehmann; 3; Required - Choose format; False; 
CC-MATH 085 02 - Michalek (CRN: 3310); 9780134780238; Loose Leaf Elementary & Intermediate Algebra (3E 19); Lehmann; 3; Required - Choose format; False; 
CC-MATH 085 HC1 - Bea (CRN: 3320); 9780134756974; Elementary & Intermediate Algebra (3E 19); Lehmann; 3; Required - Choose format; False; 
CC-MATH 085 HC1 - Bea (CRN: 3320); 9780134780238; Loose Leaf Elementary & Intermediate Algebra (3E 19); Lehmann; 3; Required - Choose format; False; 
CC-MATH 095 01 - Tellez (CRN: 3330); 9780134756974; Elementary & Intermediate Algebra (3E 19); Lehmann; 3; Required - Choose format; False; 
CC-MATH 095 01 - Tellez (CRN: 3330); 9780134780238; Loose Leaf Elementary & Intermediate Algebra (3E 19); Lehmann; 3; Required - Choose format; False; 
CC-MATH 095 02 - Nunn (CRN: 3340); 9780134756974; Elementary & Intermediate Algebra (3E 19); Lehmann; 3; Required - Choose format; False; 
CC-MATH 095 02 - Nunn (CRN: 3340); 9780134780238; Loose Leaf Elementary & Intermediate Algebra (3E 19); Lehmann; 3; Required - Choose format; False; 
CC-MATH 095 03 - Tong (CRN: 3350); 9780134756974; Elementary & Intermediate Algebra (3E 19); Lehmann; 3; Required - Choose format; False; 
CC-MATH 095 03 - Tong (CRN: 3350); 9780134780238; Loose Leaf Elementary & Intermediate Algebra (3E 19); Lehmann; 3; Required - Choose format; False; 
CC-MUSC 130 01 - Campbell (CRN: 3750); 9780199859115; American Popular Music (4E 14); Starr; 4; Required; False; 
CC-NUTR 101 H1 - Gorsuch (CRN: 3780); 9780321832009; Science Of Nutrition (3E 14); Thompson; 3; Required; False; 
CC-OCEA 101 H1 - Vanleer (CRN: 3810); 9780321814050; Essentials Of Oceanography (11E 14); Trujillo; 11; Required; False; 
CC-PHIL 120 01 - Yu (CRN: 3860); 9780190691714; Logic (4E 19); Baronett; 4; Required; False; 
CC-PHIL 242 ILA - Glezen (CRN: 3840); 9780205765621; Basics Of Bioethics (3E 12); Veatch; 3; Required; False; 
CC-PHIL 242 ILA - Glezen (CRN: 3840); 9780190940362; Human Flourishing in the Age of Gene Editing; Parens; ; Required; False; 
CC-PHYS 115 01 - Ghanbeigi (CRN: 3865); 9781256396062; 2 P/S Tutorials In Introductory Physics; Mcdermott; 0; Required; False; 
CC-PHYS 115 01 - Ghanbeigi (CRN: 3865); 9780130606204; Physics (6E 05); Giancoli; 6; Required; False; 
CC-PHYS 221 01, H1 - Ghanbeigi (CRN: 3870, 3880); 9781429201247; Physics For Scientists & Engineers; Tipler; 6; Required; False; 
